Iteration (t),m,Real number of distinct Integers (n),Estimation,Within 1 StDev range?,Within 2 StDev range?,Sigma,1 StDev lower bound,1 StDev upper bound,2 StDev lower bound,2 StDev upper bound
970,16,1000000,1242397.3006202441,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
970,256,1000000,981376.5858501383,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
970,1024,1000000,1001738.5228149596,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
971,16,1000000,864276.38304017,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
971,256,1000000,1031545.364787652,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
971,1024,1000000,995217.7205751353,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
972,16,1000000,1217382.589869501,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
972,256,1000000,1107580.3155372727,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
972,1024,1000000,983374.5744815859,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
973,16,1000000,1089429.464808142,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
973,256,1000000,1063446.0515984995,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
973,1024,1000000,982660.4219822958,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
974,16,1000000,716956.5450219591,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
974,256,1000000,1019883.8101931639,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
974,1024,1000000,1001180.24951267,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
975,16,1000000,1092505.211462033,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
975,256,1000000,1030723.4495449958,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
975,1024,1000000,994141.0230925301,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
976,16,1000000,687083.3556460441,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
976,256,1000000,821669.2762338286,false,false,0.065,935000.0,1065000.0,870000.0,1130000.0
976,1024,1000000,1021110.5838930809,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
977,16,1000000,816497.424180304,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
977,256,1000000,914990.7089557935,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
977,1024,1000000,968823.4611897904,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
978,16,1000000,575327.6031814631,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
978,256,1000000,1090662.23292305,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
978,1024,1000000,1033703.3492854424,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
979,16,1000000,1254751.4458490664,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
979,256,1000000,1046933.5227126805,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
979,1024,1000000,1001426.3162569724,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
980,16,1000000,850597.9174234731,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
980,256,1000000,985506.0474275074,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
980,1024,1000000,1014627.7935719877,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
981,16,1000000,1048497.1438760442,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
981,256,1000000,1013018.3019377848,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
981,1024,1000000,1049688.4918953937,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
982,16,1000000,983143.6633634453,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
982,256,1000000,1047779.4190415437,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
982,1024,1000000,978188.20528692,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
983,16,1000000,1058439.129923009,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
983,256,1000000,964890.1364112482,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
983,1024,1000000,1024772.7082217433,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
984,16,1000000,941674.2680885432,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
984,256,1000000,1064544.0931255738,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
984,1024,1000000,962639.0848153603,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
985,16,1000000,850597.9174234731,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
985,256,1000000,866663.7419623737,false,false,0.065,935000.0,1065000.0,870000.0,1130000.0
985,1024,1000000,934397.2312364747,false,false,0.0325,967500.0,1032500.0,935000.0,1065000.0
986,16,1000000,998706.1576906024,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
986,256,1000000,1003694.6022081905,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
986,1024,1000000,992848.3167864404,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
987,16,1000000,1411595.3765801997,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
987,256,1000000,1066479.0528151798,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
987,1024,1000000,1022393.4117938229,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
988,16,1000000,831587.419555556,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
988,256,1000000,984152.6845881284,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
988,1024,1000000,984707.920955584,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
989,16,1000000,1535576.7694438575,false,false,0.26,740000.0,1260000.0,480000.0,1520000.0
989,256,1000000,1087637.847763157,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
989,1024,1000000,1008263.2084361697,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
990,16,1000000,820769.2574233288,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
990,256,1000000,906990.25673763,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
990,1024,1000000,1033163.1598076994,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
991,16,1000000,1360000.0441653659,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
991,256,1000000,1024852.2163186214,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
991,1024,1000000,1007919.1113841599,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
992,16,1000000,916111.1408613924,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
992,256,1000000,918142.0528630685,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
992,1024,1000000,1000306.7450272997,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
993,16,1000000,1047551.0175957014,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
993,256,1000000,1055020.880942736,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
993,1024,1000000,1018473.1735452805,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
994,16,1000000,1242397.3006202441,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
994,256,1000000,1068337.2313302143,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
994,1024,1000000,1006291.1278710786,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
995,16,1000000,938628.7497570799,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
995,256,1000000,951904.0129966503,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
995,1024,1000000,1001544.4491050289,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
996,16,1000000,835898.6446569385,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
996,256,1000000,1032945.8357626569,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
996,1024,1000000,985032.5222921112,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
997,16,1000000,701702.1504470238,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
997,256,1000000,1035687.584836253,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
997,1024,1000000,1029065.3536186096,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
998,16,1000000,1041722.9340448279,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
998,256,1000000,1022395.0652996271,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
998,1024,1000000,1003014.2185405096,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
999,16,1000000,650125.1856184338,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
999,256,1000000,985235.4151732945,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
999,1024,1000000,977195.8077676556,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
1000,16,1000000,751875.6720852047,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
1000,256,1000000,990807.7375190032,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
1000,1024,1000000,1033017.3300865263,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
1001,16,1000000,801723.7829416825,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
1001,256,1000000,991584.0103241588,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
1001,1024,1000000,1044554.9224377227,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
1002,16,1000000,600504.881905419,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
1002,256,1000000,997196.9460808401,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
1002,1024,1000000,1058115.5769494984,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
1003,16,1000000,620136.772275404,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
1003,256,1000000,976860.9153629844,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
1003,1024,1000000,984709.9098454112,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
1004,16,1000000,600629.1585779989,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
1004,256,1000000,1116272.0331520773,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
1004,1024,1000000,1049414.5771727234,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
1005,16,1000000,809776.8120114092,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
1005,256,1000000,1073005.2990569456,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
1005,1024,1000000,1048416.0698063028,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
1006,16,1000000,861710.2417603595,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
1006,256,1000000,920668.0673708289,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
1006,1024,1000000,999261.4317744902,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
1007,16,1000000,1309379.6951269526,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
1007,256,1000000,1068232.464689038,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
1007,1024,1000000,1032407.1360188518,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
1008,16,1000000,1486803.3269717677,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
1008,256,1000000,893866.6563186989,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
1008,1024,1000000,990219.5089187686,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
1009,16,1000000,939844.5901065061,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
1009,256,1000000,958117.0635308455,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
1009,1024,1000000,986794.3900274915,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
1010,16,1000000,1300286.7805774598,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
1010,256,1000000,1026661.4687102815,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
1010,1024,1000000,995123.1835453346,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
1011,16,1000000,1109418.9962725115,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
1011,256,1000000,1075612.433387127,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
1011,1024,1000000,973748.1335292786,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
1012,16,1000000,728108.4029726268,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
1012,256,1000000,1013390.0689461463,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
1012,1024,1000000,987652.9097596919,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
1013,16,1000000,768601.7198752359,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
1013,256,1000000,911159.2106977508,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
1013,1024,1000000,964912.017827886,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
1014,16,1000000,699672.1538690672,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
1014,256,1000000,955145.963880016,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
1014,1024,1000000,1007941.0714189342,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
1015,16,1000000,1264041.8528958585,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
1015,256,1000000,1011098.8223878436,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
1015,1024,1000000,1003548.6379441939,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
1016,16,1000000,1036144.2678503717,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
1016,256,1000000,963163.8254762125,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
1016,1024,1000000,981038.9146828256,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
1017,16,1000000,937416.0511139828,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
1017,256,1000000,981640.0688493722,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
1017,1024,1000000,973191.9223572293,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
1018,16,1000000,1462822.6281496424,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
1018,256,1000000,1053605.6344330295,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
1018,1024,1000000,1018139.6146413205,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
1019,16,1000000,897970.3261908697,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
1019,256,1000000,1018515.8838248227,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
1019,1024,1000000,969301.3407757678,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
1020,16,1000000,1011938.6660560984,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
1020,256,1000000,1127613.7084159518,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
1020,1024,1000000,1049054.3259547376,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
1021,16,1000000,1051536.2660322068,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
1021,256,1000000,996302.5031421216,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
1021,1024,1000000,1006909.5032407859,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
1022,16,1000000,708554.710509983,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
1022,256,1000000,971946.2185317926,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
1022,1024,1000000,1000326.9536526259,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
1023,16,1000000,629689.7579190477,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
1023,256,1000000,882171.5332105686,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
1023,1024,1000000,969858.9746217675,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
1024,16,1000000,1155350.3559908005,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
1024,256,1000000,1046058.5080727029,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
1024,1024,1000000,1069901.688442962,false,false,0.0325,967500.0,1032500.0,935000.0,1065000.0
1025,16,1000000,871543.5718465135,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
1025,256,1000000,985292.1111546763,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
1025,1024,1000000,1026838.4284165844,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
1026,16,1000000,610740.7605742614,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
1026,256,1000000,980109.9414610226,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
1026,1024,1000000,970095.3782292879,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
1027,16,1000000,1445338.692355025,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
1027,256,1000000,934172.0702515932,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
1027,1024,1000000,969710.0661166654,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
1028,16,1000000,788652.1995241551,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
1028,256,1000000,984862.0607749424,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
1028,1024,1000000,1021935.1245186914,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
1029,16,1000000,1033561.2871256734,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
1029,256,1000000,856048.2966712954,false,false,0.065,935000.0,1065000.0,870000.0,1130000.0
1029,1024,1000000,950848.8008656088,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
1030,16,1000000,906932.3159309828,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
1030,256,1000000,975085.4486421712,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
1030,1024,1000000,1001059.4306087885,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
1031,16,1000000,1170258.1025197138,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
1031,256,1000000,957262.3152632422,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
1031,1024,1000000,972035.485668249,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
1032,16,1000000,989849.9639320908,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
1032,256,1000000,946900.4553648727,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
1032,1024,1000000,981471.3555068608,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
1033,16,1000000,773518.1487870178,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
1033,256,1000000,1026170.5546079263,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
1033,1024,1000000,914909.9512274122,false,false,0.0325,967500.0,1032500.0,935000.0,1065000.0
1034,16,1000000,1042471.2982215842,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
1034,256,1000000,1009186.6031878666,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
1034,1024,1000000,970022.9233079654,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
1035,16,1000000,921346.0616663144,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
1035,256,1000000,956040.9124141977,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
1035,1024,1000000,1012294.6721317923,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
1036,16,1000000,610740.7605742614,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
1036,256,1000000,898013.5861351507,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
1036,1024,1000000,985880.7699727366,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
1037,16,1000000,1229762.7518003774,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
1037,256,1000000,1033627.2055853197,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
1037,1024,1000000,1001528.9391177761,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
1038,16,1000000,1187495.946910348,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
1038,256,1000000,910339.985373101,false,true,0.065,935000.0,1065000.0,870000.0,1130000.0
1038,1024,1000000,986893.0369222383,true,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
1039,16,1000000,600132.36026652,false,true,0.26,740000.0,1260000.0,480000.0,1520000.0
1039,256,1000000,1057040.8819200583,true,true,0.065,935000.0,1065000.0,870000.0,1130000.0
1039,1024,1000000,1046423.7080469958,false,true,0.0325,967500.0,1032500.0,935000.0,1065000.0
1040,16,1000000,1124899.2613367792,true,true,0.26,740000.0,1260000.0,480000.0,1520000.0
